informe,comunidad autónoma,dosis Pfizer,dosis Moderna,dosis entregadas,dosis administradas,% sobre entregadas,personas con pauta completa,última vacuna registrada
07/01/2021,Asturias,23.720,,23.720,14.406,"60,7%",,06/01/2021
07/01/2021,Baleares,12.840,,12.840,3.190,"24,8%",,05/01/2021
07/01/2021,Canarias,27.660,,27.660,7.330,"26,5%",,06/01/2021
07/01/2021,Cantabria,11.850,,11.850,1.564,"13,2%",,07/01/2021
07/01/2021,Castilla y Leon,51.390,,51.390,22.103,"43,0%",,06/01/2021
07/01/2021,Castilla La Mancha,35.550,,35.550,7.666,"21,6%",,06/01/2021
07/01/2021,Cataluña,120.545,,120.545,24.515,"20,3%",,06/01/2021
07/01/2021,C. Valenciana,61.225,,61.225,11.677,"19,1%",,07/01/2021
07/01/2021,Extremadura,21.725,,21.725,3.309,"15,2%",,05/01/2021
07/01/2021,Galicia,37.555,,37.555,20.265,"54,0%",,07/01/2021
07/01/2021,La Rioja,5.915,,5.915,858,"14,5%",,06/01/2021
07/01/2021,Madrid,98.790,,98.790,11.337,"11,5%",,07/01/2021
07/01/2021,Murcia,25.685,,25.685,7.287,"28,4%",,07/01/2021
07/01/2021,Navarra,11.850,,11.850,2.960,"25,0%",,06/01/2021
07/01/2021,País Vasco,31.605,,31.605,7.734,"24,5%",,06/01/2021
07/01/2021,Ceuta,1.005,,1.005,576,"57,3%",,05/01/2021
07/01/2021,Melilla,1.005,,1.005,426,"42,4%",,05/01/2021
07/01/2021,Totales,743.925,,743.925,207.323,"27,9%",,
08/01/2021,Andalucía,140.295,,140.295,69.445,"49,5%",,07/01/2021
08/01/2021,Aragón,23.715,,23.715,9.944,"41,9%",,08/01/2021
08/01/2021,Asturias,23.720,,23.720,17.843,"75,2%",,08/01/2021
08/01/2021,Baleares,12.840,,12.840,4.257,"33,2%",,07/12/2021
08/01/2021,Canarias,27.660,,27.660,9.572,"34,6%",,08/01/2021
08/01/2021,Cantabria,11.850,,11.850,2.334,"19,7%",,08/01/2021
08/01/2021,Castilla y Leon,51.390,,51.390,28.325,"55,1%",,07/01/2021
08/01/2021,Castilla La Mancha,35.550,,35.550,12.380,"34,8%",,07/01/2021
08/01/2021,Cataluña,120.545,,120.545,38.826,"32,2%",,07/01/2021
08/01/2021,C. Valenciana,61.225,,61.225,15.965,"26,1%",,08/01/2021
08/01/2021,Extremadura,21.725,,21.725,4.727,"21,8%",,07/01/2021
08/01/2021,Galicia,37.555,,37.555,24.750,"65,9%",,08/01/2021
08/01/2021,La Rioja,5.915,,5.915,1.674,"28,3%",,08/01/2021
08/01/2021,Madrid,98.790,,98.790,14.152,"14,3%",,08/01/2021
08/01/2021,Murcia,25.685,,25.685,8.958,"34,9%",,08/01/2021
08/01/2021,Navarra,11.850,,11.850,3.703,"31,2%",,07/01/2021
08/01/2021,País Vasco,31.605,,31.605,9.811,"31,0%",,07/01/2021
08/01/2021,Ceuta,1.005,,1.005,637,"63,4%",,07/01/2021
08/01/2021,Melilla,1.005,,1.005,673,"67,0%",,08/01/2021
08/01/2021,Totales,743.925,,743.925,277.976,"37,4%",,
11/01/2021,Andalucía,140.295,,140.295,81.387,"58,0%",,09/01/2021
11/01/2021,Aragón,23.715,,23.715,10.998,"46,4%",,09/01/2021
11/01/2021,Asturias,23.720,,23.720,18.943,"79,9%",,09/01/2021
11/01/2021,Baleares,12.840,,12.840,4.652,"36,2%",,08/01/2021
11/01/2021,Canarias,27.660,,27.660,13.607,"49,2%",,11/01/2021
11/01/2021,Cantabria,11.850,,11.850,8.474,"71,5%",,11/01/2021
11/01/2021,Castilla y Leon,51.390,,51.390,36.205,"70,5%",,10/01/2021
11/01/2021,Castilla La Mancha,35.550,,35.550,19.209,"54,0%",,11/01/2021
11/01/2021,Cataluña,120.545,,120.545,68.405,"56,7%",,10/01/2021
11/01/2021,C. Valenciana,61.225,,61.225,45.674,"74,6%",,11/01/2021
11/01/2021,Extremadura,21.725,,21.725,9.303,"42,8%",,10/01/2021
11/01/2021,Galicia,37.555,,37.555,30.418,"81,0%",,11/01/2021
11/01/2021,La Rioja,5.915,,5.915,3.457,"58,4%",,11/01/2021
11/01/2021,Madrid,98.790,,98.790,24.897,"25,2%",,11/01/2021
11/01/2021,Murcia,25.685,,25.685,10.361,"40,3%",,11/01/2021
11/01/2021,Navarra,11.850,,11.850,5.468,"46,1%",,10/01/2021
11/01/2021,País Vasco,31.605,,31.605,13.103,"41,5%",,10/01/2021
11/01/2021,Ceuta,1.005,,1.005,698,"69,5%",,08/01/2021
11/01/2021,Melilla,1.005,,1.005,832,"82,8%",,08/01/2021
11/01/2021,Totales,743.925,,743.925,406.091,"54,6%",,
12/01/2021,Andalucía,140.295,,140.295,94.879,"67,6%",,11/01/2021
12/01/2021,Aragón,23.715,,23.715,11.983,"50,5%",,11/01/2021
12/01/2021,Asturias,23.720,,23.720,22.428,"94,6%",,12/01/2021
12/01/2021,Baleares,12.840,,12.840,4.835,"37,7%",,11/01/2021
12/01/2021,Canarias,27.660,,27.660,15.328,"55,4%",,12/01/2021
12/01/2021,Cantabria,11.850,,11.850,9.527,"80,4%",,12/01/2021
12/01/2021,Castilla y Leon,51.390,,51.390,41.340,"80,4%",,11/01/2021
12/01/2021,Castilla La Mancha,35.550,,35.550,23.342,"65,7%",,12/01/2021
12/01/2021,Cataluña,120.545,,120.545,82.785,"68,7%",,10/01/2021
12/01/2021,C. Valenciana,61.225,,61.225,57.223,"93,5%",,12/01/2021
12/01/2021,Extremadura,21.725,,21.725,11.346,"52,2%",,11/01/2021
12/01/2021,Galicia,37.555,,37.555,33.346,"88,8%",,12/01/2021
12/01/2021,La Rioja,5.915,,5.915,3.826,"64,7%",,11/01/2021
12/01/2021,Madrid,98.790,,98.790,35.949,"36,4%",,12/01/2021
12/01/2021,Murcia,25.685,,25.685,16.191,"63,0%",,12/01/2021
12/01/2021,Navarra,11.850,,11.850,6.557,"55,3%",,11/01/2021
12/01/2021,País Vasco,31.605,,31.605,15.393,"48,7%",,11/01/2021
12/01/2021,Ceuta,1.005,,1.005,758,"75,4%",,11/01/2021
12/01/2021,Melilla,1.005,,1.005,1.005,"100,0%",,11/01/2021
12/01/2021,Totales,743.925,,743.925,488.041,"65,6%",,
13/01/2021,Andalucía,209.520,,209.520,109.831,"52,4%",,12/01/2021
13/01/2021,Aragón,35.415,,35.415,17.043,"48,1%",,12/01/2021
13/01/2021,Asturias,35.420,,35.420,25.278,"71,4%",,13/01/2021
13/01/2021,Baleares,12.840,,12.840,4.931,"38,4%",,12/01/2021
13/01/2021,Canarias,41.310,,41.310,22.290,"54,0%",,13/01/2022
13/01/2021,Cantabria,17.700,,17.700,11.302,"63,9%",,13/01/2021
13/01/2021,Castilla y Leon,76.740,,76.740,48.243,"62,9%",,12/01/2021
13/01/2021,Castilla La Mancha,53.100,,53.100,26.879,"50,6%",,13/01/2021
13/01/2021,Cataluña,180.020,,180.020,92.133,"51,2%",,12/01/2021
13/01/2021,C. Valenciana,91.450,,91.450,70.870,"77,5%",,13/01/2021
13/01/2021,Extremadura,32.450,,32.450,14.293,"44,0%",,12/01/2021
13/01/2021,Galicia,56.080,,56.080,37.745,"67,3%",,13/01/2021
13/01/2021,La Rioja,8.840,,8.840,4.651,"52,6%",,12/01/2021
13/01/2021,Madrid,147.540,,147.540,49.228,"33,4%",,13/01/2021
13/01/2021,Murcia,38.360,,38.360,19.905,"51,9%",,13/01/2021
13/01/2021,Navarra,17.700,,17.700,7.420,"41,9%",,12/01/2021
13/01/2021,País Vasco,47.205,,47.205,17.771,"37,6%",,12/01/2021
13/01/2021,Ceuta,1.005,,1.005,820,"81,6%",,12/01/2021
13/01/2021,Melilla,1.005,,1.005,1.005,"100,0%",,12/01/2021
13/01/2021,Totales,1.103.700,,1.103.700,581.638,"52,7%",,
14/01/2021,Andalucía,209.520,6.800,216.320,123.459,"57,1%",,13/01/2021
14/01/2021,Aragón,35.415,1.200,36.615,20.854,"57,0%",,13/01/2021
14/01/2021,Asturias,35.420,1.200,36.620,29.074,"79,4%",,14/01/2021
14/01/2021,Baleares,12.840,600,13.440,7.552,"56,2%",,13/01/2021
14/01/2021,Canarias,41.310,1.300,42.610,25.159,"59,0%",,13/01/2021
14/01/2021,Cantabria,17.700,500,18.200,12.779,"70,2%",,14/01/2021
14/01/2021,Castilla y Leon,76.740,2.500,79.240,57.969,"73,2%",,14/01/2021
14/01/2021,Castilla La Mancha,53.100,1.700,54.800,30.613,"55,9%",,14/01/2021
14/01/2021,Cataluña,180.020,5.800,185.820,105.587,"56,8%",,13/01/2021
14/01/2021,C. Valenciana,91.450,2.900,94.350,80.429,"85,2%",,14/01/2021
14/01/2021,Extremadura,32.450,1.000,33.450,17.862,"53,4%",,13/01/2021
14/01/2021,Galicia,56.080,1.800,57.880,44.014,"76,0%",,14/01/2021
14/01/2021,La Rioja,8.840,200,9.040,5.385,"59,6%",,13/01/2021
14/01/2021,Madrid,147.540,4.700,152.240,63.385,"41,6%",,14/01/2021
14/01/2021,Murcia,38.360,1.200,39.560,21.739,"55,0%",,14/01/2021
14/01/2021,Navarra,17.700,500,18.200,8.314,"45,7%",,13/01/2021
14/01/2021,País Vasco,47.205,1.400,48.605,20.003,"41,2%",,13/01/2021
14/01/2021,Ceuta,1.005,200,1.205,911,"75,6%",,13/01/2021
14/01/2021,Melilla,1.005,200,1.205,1.098,"91,1%",,14/01/2021
14/01/2021,Totales,1.103.700,35.700,1.139.400,676.186,"59,3%",,
15/01/2021,Andalucía,209.520,6.800,216.320,139.718,"64,6%",,14/01/2021
15/01/2021,Aragón,35.415,1.200,36.615,23.619,"64,5%",,14/01/2021
15/01/2021,Asturias,35.420,1.200,36.620,31.247,"85,3%",,15/01/2021
15/01/2021,Baleares,12.840,600,13.440,9.366,"69,7%",,14/01/2021
15/01/2021,Canarias,41.310,1.300,42.610,30.732,"72,1%",,15/01/2021
15/01/2021,Cantabria,17.700,500,18.200,14.639,"80,4%",,15/01/2021
15/01/2021,Castilla y Leon,76.740,2.500,79.240,59.411,"75,0%",,14/01/2021
15/01/2021,Castilla La Mancha,53.100,1.700,54.800,33.809,"61,7%",,15/01/2021
15/01/2021,Cataluña,180.020,5.800,185.820,122.577,"66,0%",,14/01/2021
15/01/2021,C. Valenciana,91.450,2.900,94.350,86.927,"92,1%",,15/01/2021
15/01/2021,Extremadura,32.450,1.000,33.450,22.322,"66,7%",,14/01/2021
15/01/2021,Galicia,56.080,1.800,57.880,49.768,"86,0%",,15/01/2021
15/01/2021,La Rioja,8.840,200,9.040,5.953,"65,9%",,14/01/2021
15/01/2021,Madrid,147.540,4.700,152.240,77.921,"51,2%",,15/01/2021
15/01/2021,Murcia,38.360,1.200,39.560,27.001,"68,3%",,15/01/2021
15/01/2021,Navarra,17.700,500,18.200,9.305,"51,1%",,14/01/2021
15/01/2021,País Vasco,47.205,1.400,48.605,22.464,"46,2%",,14/01/2021
15/01/2021,Ceuta,1.005,200,1.205,941,"78,1%",,14/01/2021
15/01/2021,Melilla,1.005,200,1.205,1.230,"102,1%",,14/01/2021
15/01/2021,Totales,1.103.700,35.700,1.139.400,768.950,"67,5%",,
18/01/2021,Andalucía,209.520,6.800,216.320,151.404,"70,0%",533,17/01/2021
18/01/2021,Aragón,35.415,1.200,36.615,25.133,"68,6%",0,17/01/2021
18/01/2021,Asturias,35.420,1.200,36.620,33.572,"91,7%",202,18/01/2021
18/01/2021,Baleares,12.840,600,17.340,13.750,"79,3%",155,17/01/2021
18/01/2021,Canarias,41.310,1.300,42.610,42.113,"98,8%",327,18/01/2021
18/01/2021,Cantabria,17.700,500,18.200,17.724,"97,4%",0,16/01/2021
18/01/2021,Castilla y Leon,76.740,2.500,79.240,67.079,"84,7%",124,17/01/2021
18/01/2021,Castilla La Mancha,53.100,1.700,54.800,38.321,"69,9%",0,17/01/2021
18/01/2021,Cataluña,180.020,5.800,185.820,145.073,"78,1%",167,17/01/2021
18/01/2021,C. Valenciana,91.450,2.900,94.350,93.695,"99,3%",152,18/01/2021
18/01/2021,Extremadura,32.450,1.000,33.450,27.613,"82,6%",0,17/01/2021
18/01/2021,Galicia,56.080,1.800,57.880,56.481,"97,6%",150,18/01/2021
18/01/2021,La Rioja,8.840,200,9.040,7.761,"85,9%",0,15/01/2021
18/01/2021,Madrid,147.540,4.700,152.240,104.490,"68,6%",476,18/01/2021
18/01/2021,Murcia,38.360,1.200,39.560,34.103,"86,2%",0,18/01/2021
18/01/2021,Navarra,17.700,500,18.200,11.834,"65,0%",0,17/01/2021
18/01/2021,País Vasco,47.205,1.400,48.605,25.526,"52,5%",0,17/01/2021
18/01/2021,Ceuta,1.005,200,1.205,981,"81,4%",29,17/01/2021
18/01/2021,Melilla,1.005,200,1.205,1.289,"107,0%",0,15/01/2021
18/01/2021,Totales,1.103.700,35.700,1.143.300,897.942,"78,5%",2.315,
